348461792448160/81 6493803748570306836928/729
219414589518624608/78961 102366785702728070258545408/22188041
2737144936848 4509776444498502992
2077475676535/9 1704408613315369784/27
199831024480 40579297447273728
185223527264 30905806081090304
102700243120 30954602625540048
79377685358880/361 -376704437399694943552/6859
308087377983024/625 -4808653208648370178768/15625
706742769424 -560603021278500816
1566975521642394208/1771561 -1889193319473405205293518592/2357947691
134773549176 16524185868583928
937165727382124616/6446521 242656749546327774472027672/16367716819
83910288110104736/5329 -24303408797989873735141312/389017
2295999958560 -3458803508794399168
109783900768 27301976370319872
